device_id,device_type,purchase_date,purchase_year,purchase_month,purchase_month_name,age,expected_age,age_validation_flag,device_age_band,manufacturer,model,country,maintenance_cost_original,maintenance_cost,maintenance_cost_quality_flag,downtime_hours,maintenance_frequency,failure_event_count,failure_flag,failure_status,maintenance_class,maintenance_severity,maintenance_report,failure_type,risk_score,operational_risk_level,replacement_review_flag
MD03449,Defibrillator,2018-04-23,2018,4,April,7,7,Matched,7-9 Years,CardioSync,Model-100,France,7115.349585060145,7115.349585060145,Valid,7.93,3,0,0,No Failure Reported,1,Low,Component component upgrade after detecting overheating; functionality restored. log cleaned low priority fault,Overheating,0,Low,Monitor
MD01725,X-Ray Machine,2017-01-13,2017,1,January,8,8,Matched,7-9 Years,RescueTech,Model-150,Japan,4772.9174507450525,4772.9174507450525,Valid,4.34,3,0,0,No Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via software patch. minor issue minor issue,Battery Issue,1,Low,Monitor
MD04774,X-Ray Machine,2021-07-03,2021,7,July,4,4,Matched,4-6 Years,RescueTech,Model-550,USA,10774.683779331248,10774.683779331248,Valid,8.52,5,4,1,Failure Reported,2,Medium,voltage spike caused operational delay; recalibration initiated. reviewed logs driver update applied,Electerical Issue,1,Low,Monitor
MD01636,Defibrillator,2013-10-24,2013,10,October,12,12,Matched,10+Years,MedEquip,Model-250,France,17038.711852635002,17038.711852635002,Valid,8.88,2,0,0,No Failure Reported,3,High,Component inspection after detecting voltage spike; functionality restored. sensor replaced urgent inspection needed,Electerical Issue,3,Medium,Monitor
MD03086,Infusion Pump,2019-01-07,2019,1,January,6,6,Matched,4-6 Years,ScanPro,Model-500,UK,8700.116198360256,8700.116198360256,Valid,6.78,1,1,1,Failure Reported,2,Medium,Routine check completed; abnormal sound observed during diagnostics. moderate delay performance warning,Mechanical Issue,0,Low,Monitor
MD03297,CT Scanner,2018-01-22,2018,1,January,7,7,Matched,7-9 Years,CardioSync,Model-250,Japan,4646.448690908408,4646.448690908408,Valid,3.64,3,3,1,Failure Reported,1,Low,System performance degraded due to abnormal sound; mitigation via inspection. log cleaned system check passed,Mechanical Issue,1,Low,Monitor
MD01098,Infusion Pump,2017-07-02,2017,7,July,8,8,Matched,7-9 Years,UltraMed,Model-550,Japan,6761.814007602325,6761.814007602325,Valid,26.24,4,2,1,Failure Reported,3,High,abnormal sound caused operational delay; system reset initiated. data loss emergency shutdown,Mechanical Issue,3,Medium,Monitor
MD03522,Infusion Pump,2021-03-26,2021,3,March,4,4,Matched,4-6 Years,CardioSync,Model-550,USA,4655.0938109833005,4655.0938109833005,Valid,8.34,5,2,1,Failure Reported,1,Low,Component recalibration after detecting overheating; functionality restored. quick fix low priority fault,Overheating,0,Low,Monitor
MD00249,Infusion Pump,2021-02-22,2021,2,February,4,4,Matched,4-6 Years,UltraMed,Model-200,USA,3877.941591858242,3877.941591858242,Valid,11.05,4,2,1,Failure Reported,2,Medium,battery wear caused operational delay; component upgrade initiated. moderate delay component review,Battery Issue,0,Low,Monitor
MD01724,Infusion Pump,2023-06-13,2023,6,June,2,2,Matched,0-3 Years,CardioSync,Model-100,Canada,4349.728037111388,4349.728037111388,Valid,16.72,5,3,1,Failure Reported,3,High,Component recalibration after detecting sensor misalignment; functionality restored. sensor replaced urgent inspection needed,Sensor Issue,3,Medium,Review for Replacement
MD02720,PET Scanner,2019-01-23,2019,1,January,6,6,Matched,4-6 Years,MedEquip,Model-600,Japan,4239.507180541021,4239.507180541021,Valid,8.65,5,3,1,Failure Reported,1,Low,Component component upgrade after detecting sensor misalignment; functionality restored. quick fix temporary glitch,Sensor Issue,1,Low,Monitor
MD01247,MRI Scanner,2017-05-04,2017,5,May,8,8,Matched,7-9 Years,RescueTech,Model-150,France,9352.036166549817,9352.036166549817,Valid,6.88,1,6,1,Failure Reported,2,Medium,Routine check completed; software crash observed during diagnostics. driver update performance warning,Software/Data Issue,2,Medium,Monitor
MD03922,PET Scanner,2021-02-17,2021,2,February,4,4,Matched,4-6 Years,ImagingTech,Model-350,Canada,7426.363999228307,7426.363999228307,Valid,8.24,4,1,1,Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via replacement. log cleaned routine reset,Battery Issue,0,Low,Monitor
MD00535,PET Scanner,2018-10-09,2018,10,October,7,7,Matched,7-9 Years,CardioSync,Model-550,USA,10410.324652451627,10410.324652451627,Valid,8.03,5,2,1,Failure Reported,3,High,System performance degraded due to sensor misalignment; mitigation via system reset. data loss high priority failure,Sensor Issue,1,Low,Monitor
MD02462,MRI Scanner,2021-07-15,2021,7,July,4,4,Matched,4-6 Years,CardioSync,Model-500,USA,7339.317599389502,7339.317599389502,Valid,12.54,3,4,1,Failure Reported,2,Medium,voltage spike caused operational delay; firmware update initiated. moderate delay moderate delay,Electerical Issue,1,Low,Monitor
MD03404,X-Ray Machine,2014-08-03,2014,8,August,11,11,Matched,10+Years,MedEquip,Model-350,Canada,5663.479709769241,5663.479709769241,Valid,4.44,5,0,0,No Failure Reported,1,Low,Component component upgrade after detecting abnormal sound; functionality restored. software reset minor issue,Software/Data Issue,1,Low,Monitor
MD05114,CT Scanner,2022-02-05,2022,2,February,3,3,Matched,0-3 Years,UltraMed,Model-150,Japan,2563.2908827365454,2563.2908827365454,Valid,3.63,2,4,1,Failure Reported,2,Medium,Component system reset after detecting voltage spike; functionality restored. reviewed logs average severity report,Electerical Issue,1,Low,Monitor
MD05425,CT Scanner,2016-09-01,2016,9,September,9,9,Matched,7-9 Years,CardioSync,Model-250,Japan,17033.821238868375,17033.821238868375,Valid,18.84,4,1,1,Failure Reported,3,High,Routine check completed; voltage spike observed during diagnostics. sensor replaced hardware fault,Electerical Issue,4,High,Review for Replacement
MD03583,X-Ray Machine,2014-11-09,2014,11,November,11,11,Matched,10+Years,ScanPro,Model-650,Canada,3863.557069918288,3863.557069918288,Valid,8.84,2,1,1,Failure Reported,1,Low,voltage spike caused operational delay; inspection initiated. quick fix routine reset,Electerical Issue,1,Low,Monitor
MD03929,Defibrillator,2017-09-03,2017,9,September,8,8,Matched,7-9 Years,CardioSync,Model-250,USA,6711.853928329333,6711.853928329333,Valid,6.8,3,3,1,Failure Reported,2,Medium,Routine check completed; circuit failure observed during diagnostics. driver update component review,Electerical Issue,2,Medium,Monitor
MD03657,Infusion Pump,2016-08-18,2016,8,August,9,9,Matched,7-9 Years,MedEquip,Model-400,France,20094.63645952521,20094.63645952521,Valid,22.69,1,0,0,No Failure Reported,3,High,System performance degraded due to circuit failure; mitigation via replacement. critical failure critical malfunction,Electerical Issue,4,High,Review for Replacement
MD02902,X-Ray Machine,2014-01-05,2014,1,January,11,11,Matched,10+Years,CardioSync,Model-200,USA,13434.202685499493,13434.202685499493,Valid,14.25,4,1,1,Failure Reported,3,High,battery wear caused operational delay; component upgrade initiated. critical failure urgent inspection needed,Battery Issue,3,Medium,Monitor
MD02271,Defibrillator,2013-06-22,2013,6,June,12,12,Matched,10+Years,CardioSync,Model-400,Italy,6737.513905903364,6737.513905903364,Valid,7.21,2,0,0,No Failure Reported,1,Low,Component inspection after detecting software crash; functionality restored. log cleaned low priority fault,Software/Data Issue,1,Low,Monitor
MD02216,CT Scanner,2014-02-14,2014,2,February,11,11,Matched,10+Years,UltraMed,Model-350,Japan,8622.64437064734,8622.64437064734,Valid,14.48,1,3,1,Failure Reported,2,Medium,Routine check completed; abnormal sound observed during diagnostics. component issue device required inspection,Mechanical Issue,2,Medium,Review for Replacement
MD04663,CT Scanner,2017-06-18,2017,6,June,8,8,Matched,7-9 Years,UltraMed,Model-300,USA,9774.534684209655,9774.534684209655,Valid,5.88,2,1,1,Failure Reported,2,Medium,System performance degraded due to circuit failure; mitigation via recalibration. moderate delay non-critical warning,Electerical Issue,1,Low,Monitor
MD04801,MRI Scanner,2017-10-23,2017,10,October,8,8,Matched,7-9 Years,MedEquip,Model-500,Japan,30605.375724741145,30605.375724741145,Valid,9.22,3,3,1,Failure Reported,3,High,Routine check completed; circuit failure observed during diagnostics. reboot failed system crash,Electerical Issue,4,High,Review for Replacement
MD02828,X-Ray Machine,2015-12-16,2015,12,December,10,10,Matched,10+Years,UltraMed,Model-350,UK,7617.713516035665,7617.713516035665,Valid,13.11,1,4,1,Failure Reported,3,High,Component recalibration after detecting battery wear; functionality restored. critical failure hardware fault,Battery Issue,3,Medium,Review for Replacement
MD03993,X-Ray Machine,2023-04-29,2023,4,April,2,2,Matched,0-3 Years,CardioSync,Model-550,Japan,14640.999682196518,14640.999682196518,Valid,25.7,3,2,1,Failure Reported,3,High,software crash caused operational delay; firmware update initiated. reboot failed sensor replacement,Sensor Issue,3,Medium,Review for Replacement
MD02253,MRI Scanner,2017-05-17,2017,5,May,8,8,Matched,7-9 Years,ImagingTech,Model-500,Italy,6718.752159395954,6718.752159395954,Valid,7.75,4,2,1,Failure Reported,1,Low,Routine check completed; sensor misalignment observed during diagnostics. minor issue routine reset,Sensor Issue,1,Low,Monitor
MD00551,CT Scanner,2022-01-09,2022,1,January,3,3,Matched,0-3 Years,CardioSync,Model-550,UK,8621.91630681355,8621.91630681355,Valid,2.15,2,3,1,Failure Reported,1,Low,Component firmware update after detecting data lag; functionality restored. quick fix quick fix,Software/Data Issue,1,Low,Monitor
MD01528,X-Ray Machine,2023-11-10,2023,11,November,2,2,Matched,0-3 Years,CardioSync,Model-600,USA,397.381405894006,397.381405894006,Valid,3.2,5,1,1,Failure Reported,1,Low,Component firmware update after detecting battery wear; functionality restored. quick fix system check passed,Battery Issue,0,Low,Monitor
MD00421,Defibrillator,2019-07-04,2019,7,July,6,6,Matched,4-6 Years,UltraMed,Model-350,UK,3845.369083235637,3845.369083235637,Valid,6.21,2,1,1,Failure Reported,1,Low,System performance degraded due to data lag; mitigation via firmware update. log cleaned temporary glitch,Software/Data Issue,0,Low,Monitor
MD02868,PET Scanner,2022-12-25,2022,12,December,3,3,Matched,0-3 Years,UltraMed,Model-400,UK,16916.295995532717,16916.295995532717,Valid,19.9,1,1,1,Failure Reported,3,High,Component replacement after detecting data lag; functionality restored. critical failure critical malfunction,General Maintenance,3,Medium,Review for Replacement
MD03078,PET Scanner,2017-11-04,2017,11,November,8,8,Matched,7-9 Years,ScanPro,Model-650,France,19143.838830412395,19143.838830412395,Valid,26.28,4,0,0,No Failure Reported,3,High,Routine check completed; data lag observed during diagnostics. sensor replaced sensor replacement,Sensor Issue,4,High,Review for Replacement
MD00994,Defibrillator,2022-04-24,2022,4,April,3,3,Matched,0-3 Years,ImagingTech,Model-200,Japan,5667.017774482394,5667.017774482394,Valid,2.98,1,3,1,Failure Reported,2,Medium,Component inspection after detecting software crash; functionality restored. moderate delay performance warning,Software/Data Issue,1,Low,Monitor
MD00950,CT Scanner,2014-09-30,2014,9,September,11,11,Matched,10+Years,MedEquip,Model-200,UK,5218.005900273372,5218.005900273372,Valid,1.28,2,4,1,Failure Reported,1,Low,System performance degraded due to software crash; mitigation via replacement. quick fix stable condition,Software/Data Issue,2,Medium,Review for Replacement
MD05157,CT Scanner,2022-05-29,2022,5,May,3,3,Matched,0-3 Years,ScanPro,Model-200,Italy,411.6794058664813,411.6794058664813,Valid,5.02,2,0,0,No Failure Reported,3,High,System performance degraded due to sensor misalignment; mitigation via component upgrade. data loss hardware fault,Sensor Issue,1,Low,Monitor
MD05423,Defibrillator,2023-10-23,2023,10,October,2,2,Matched,0-3 Years,ScanPro,Model-400,France,2874.053923906022,2874.053923906022,Valid,3.27,5,2,1,Failure Reported,1,Low,System performance degraded due to circuit failure; mitigation via inspection. minor issue stable condition,Electerical Issue,0,Low,Monitor
MD04843,PET Scanner,2024-03-16,2024,3,March,1,1,Matched,0-3 Years,MedEquip,Model-400,Canada,18874.6302894176,18874.6302894176,Valid,10.34,2,3,1,Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. reboot failed sensor replacement,Sensor Issue,3,Medium,Review for Replacement
MD03262,MRI Scanner,2013-12-19,2013,12,December,12,12,Matched,10+Years,ScanPro,Model-350,Italy,4129.624590227868,4129.624590227868,Valid,8.15,3,1,1,Failure Reported,1,Low,System performance degraded due to voltage spike; mitigation via software patch. software reset temporary glitch,Electerical Issue,1,Low,Monitor
MD02906,PET Scanner,2021-06-09,2021,6,June,4,4,Matched,4-6 Years,RescueTech,Model-600,USA,11962.101551951682,11962.101551951682,Valid,18.42,5,1,1,Failure Reported,2,Medium,Routine check completed; circuit failure observed during diagnostics. driver update driver update applied,Electerical Issue,1,Low,Monitor
MD01361,CT Scanner,2020-02-26,2020,2,February,5,5,Matched,4-6 Years,MedEquip,Model-400,Canada,7462.519060629346,7462.519060629346,Valid,3.83,3,2,1,Failure Reported,1,Low,Routine check completed; battery wear observed during diagnostics. log cleaned log file cleared,Battery Issue,0,Low,Monitor
MD01695,Infusion Pump,2014-10-27,2014,10,October,11,11,Matched,10+Years,UltraMed,Model-500,France,4079.4726807873394,4079.4726807873394,Valid,7.37,1,1,1,Failure Reported,2,Medium,System performance degraded due to overheating; mitigation via component upgrade. driver update average severity report,Overheating,1,Low,Monitor
MD00650,Defibrillator,2023-11-03,2023,11,November,2,2,Matched,0-3 Years,MedEquip,Model-600,USA,10352.779444170668,10352.779444170668,Valid,7.75,2,4,1,Failure Reported,2,Medium,System performance degraded due to circuit failure; mitigation via replacement. component issue performance warning,Electerical Issue,1,Low,Monitor
MD03041,Defibrillator,2020-07-01,2020,7,July,5,5,Matched,4-6 Years,ImagingTech,Model-650,France,1730.5916832434068,1730.5916832434068,Valid,6.19,1,1,1,Failure Reported,1,Low,Routine check completed; battery wear observed during diagnostics. software reset log file cleared,Battery Issue,0,Low,Monitor
MD01454,Infusion Pump,2020-03-27,2020,3,March,5,5,Matched,4-6 Years,ScanPro,Model-650,Japan,9057.762805578865,9057.762805578865,Valid,4.39,3,1,1,Failure Reported,1,Low,data lag caused operational delay; inspection initiated. minor issue temporary glitch,General Maintenance,0,Low,Monitor
MD03365,Defibrillator,2017-06-18,2017,6,June,8,8,Matched,7-9 Years,CardioSync,Model-350,Italy,8575.632319124448,8575.632319124448,Valid,13.15,4,2,1,Failure Reported,2,Medium,System performance degraded due to abnormal sound; mitigation via system reset. moderate delay average severity report,Mechanical Issue,1,Low,Monitor
MD00142,PET Scanner,2018-03-14,2018,3,March,7,7,Matched,7-9 Years,CardioSync,Model-650,Japan,1410.3220607817134,1410.3220607817134,Valid,11.86,2,3,1,Failure Reported,2,Medium,Component firmware update after detecting software crash; functionality restored. reviewed logs non-critical warning,Software/Data Issue,1,Low,Monitor
MD04775,PET Scanner,2018-04-14,2018,4,April,7,7,Matched,7-9 Years,UltraMed,Model-400,Japan,8002.664137178805,8002.664137178805,Valid,29.34,4,2,1,Failure Reported,3,High,sensor misalignment caused operational delay; system reset initiated. critical failure urgent inspection needed,Sensor Issue,2,Medium,Monitor
MD03512,MRI Scanner,2020-03-02,2020,3,March,5,5,Matched,4-6 Years,CardioSync,Model-100,Japan,8082.758000544126,8082.758000544126,Valid,2.23,5,1,1,Failure Reported,1,Low,System performance degraded due to data lag; mitigation via component upgrade. quick fix minor issue,General Maintenance,0,Low,Monitor
MD05356,CT Scanner,2024-01-30,2024,1,January,1,1,Matched,0-3 Years,ScanPro,Model-300,UK,8518.66020683674,8518.66020683674,Valid,10.45,2,1,1,Failure Reported,3,High,abnormal sound caused operational delay; replacement initiated. reboot failed critical malfunction,Mechanical Issue,1,Low,Monitor
MD01531,PET Scanner,2021-09-19,2021,9,September,4,4,Matched,4-6 Years,CardioSync,Model-600,UK,528.9694715352196,528.9694715352196,Valid,11.24,4,1,1,Failure Reported,2,Medium,overheating caused operational delay; recalibration initiated. reviewed logs moderate delay,Overheating,0,Low,Monitor
MD02472,MRI Scanner,2020-02-01,2020,2,February,5,5,Matched,4-6 Years,CardioSync,Model-100,France,6889.7910736486,6889.7910736486,Valid,4.05,1,5,1,Failure Reported,2,Medium,System performance degraded due to data lag; mitigation via system reset. reviewed logs moderate delay,General Maintenance,1,Low,Monitor
